59	23	1	2	2	6	3	3	3	3	3	3	3	3	2	1	0	0	0	0	0	0	0	4	4	2	1	4	4	4	4	4	4	1	4	1	4	4	1	4	4	4	1	3	1	1	1	1	1	4	4	7	6	1	1	7	7	7	1	6	6	6	6	7	1	2	5	2.2352941176	2.8214285714	6.5	4	4.75	2.8888888889	3.6666666667	2	1.8	1.5	1.5
60	25	2	2	2	6	0	0	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	1	4	1	1	4	4	4	1	4	4	1	1	1	1	4	2	1	1	4	3	1	4	4	4	1	1	4	4	2	7	5	4	6	1	1	2	1	2	1	1	7	1	1	4	1.1764705882	2.5	2.75	3.25	2.25	1.6666666667	3.3333333333	2.5	0	0.3333333333	0.8333333333
61	22	1	2	2	4	2	1	0	1	0	3	3	3	3	0	1	0	0	0	0	3	0	4	4	2	1	1	2	4	1	4	4	1	4	1	4	4	1	4	4	4	4	4	1	4	4	3	1	4	4	7	1	6	6	6	1	1	6	1	6	7	1	7	1	1	4	1.8235294118	2.9642857143	2.5	4.75	5	3	3.1111111111	2.8	0.8	1.3333333333	1.3333333333
62	26	2	2	2	6	2	0	0	2	3	2	0	0	1	1	3	3	3	0	1	3	2	4	4	4	1	1	1	4	4	4	4	1	1	1	2	3	1	4	4	4	4	1	4	4	4	4	1	4	4	1	6	1	1	1	1	1	1	1	1	1	1	7	1	1	5	1.9411764706	2.9285714286	2.25	1	1	2.6666666667	3.2222222222	2.9	1.8	1.3333333333	1.5
63	24	1	2	2	6	3	0	0	2	3	3	3	3	2	2	3	2	0	0	0	3	2	3	2	1	1	3	4	4	4	4	4	1	2	1	2	3	3	3	2	4	3	1	4	4	4	3	1	4	1	7	7	6	6	7	7	1	6	1	6	7	1	6	1	1	5	2.0588235294	2.7142857143	4	6.5	5	2.3333333333	3	2.8	1.6	1.8333333333	2
64	25	2	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	1	2	2	2	2	2	2	1	2	2	2	4	1	3	2	4	2	3	2	3	3	3	1	4	2	3	7	1	1	7	1	1	1	1	6	1	1	4	1	1	5	0.9411764706	2.3214285714	3	2.5	2.25	2.3333333333	2.6666666667	2	0	0	0
65	24	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	1	2	2	2	3	2	3	1	1	1	1	1	1	4	1	3	3	1	1	1	2	3	4	4	4	4	1	1	1	1	3	1	1	1	1	1	1	6	1	1	5	0.9411764706	2.2857142857	1.75	1.5	1	1.8888888889	2.6666666667	2.3	0	0	0
66	29	2	2	1	5	0	2	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	4	4	1	4	2	1	1	1	4	3	7	7	6	6	6	4	4	7	5	7	7	4	7	7	2	5	1.1764705882	1.7142857143	5.5	5.75	6.25	1.8888888889	1.8888888889	1.4	0.4	0.3333333333	0.6666666667
67	28	2	2	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	1	1	4	4	4	1	1	1	2	4	4	3	4	4	4	4	3	1	1	2	1	4	1	4	4	7	7	7	7	7	4	1	7	5	7	7	1	6	7	2	3	0.9411764706	2.7142857143	4	6.25	6.5	2.4444444444	3.2222222222	2.5	0	0	0
68	22	1	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	1	1	3	3	4	4	1	3	2	4	4	4	4	4	4	4	4	4	4	2	2	1	4	4	7	7	7	7	7	7	7	7	7	7	7	1	6	1	2	3	0.9411764706	2.9642857143	5.5	7	7	3	3	2.9	0	0	0
69	26	2	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	1	1	2	3	4	1	1	1	1	4	2	1	1	4	4	2	3	4	4	3	1	1	1	4	4	1	1	4	4	1	1	1	4	4	4	1	1	3	1	1	3	0.9411764706	2.3928571429	1	2.5	3.25	3	2.4444444444	1.8	0	0	0
70	19	0	2	2	2	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	1	4	3	4	4	4	4	1	4	1	4	4	2	4	3	4	4	1	4	4	4	4	4	4	4	7	7	7	7	7	7	7	7	7	7	7	7	6	6	1	3	-999	3.25	7	7	7	2.7777777778	3.2222222222	3.7	0	0	0
71	19	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	1	4	4	4	4	4	4	1	1	1	4	4	4	4	4	4	4	4	4	4	4	3	1	4	4	7	7	7	7	7	7	7	7	7	7	7	7	4	2	1	2	0.9411764706	3.3214285714	7	7	7	3	3.3333333333	3.6	0	0	0
